name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bugant,1.7,org.apache.tools.ant.taskdefs.optional.dotnet.DotnetCompile,64,5,3,15,111,1836,3,12,38,0.945578231,888,1,1,0.58,0.12109375,2,3,12.546875,6,1.4844,0
ant,1.7,org.apache.tools.ant.util.LineTokenizer,4,2,0,8,10,0,6,2,4,0.333333333,125,1,0,0.75,0.5,0,0,29.5,2,1,0
ant,1.7,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,12,15,7,4,12,3,3,0.666666667,22,1,1,0.928571429,0.5,0,0,4.25,1,0.5,0
ant,1.7,org.apache.tools.ant.filters.ExpandProperties,4,4,0,4,13,0,1,3,4,0,87,1,0,0.928571429,0.75,2,4,20.5,1,0.5,0
ant,1.7,org.apache.tools.ant.listener.TimestampedLogger,4,2,0,1,15,6,0,1,1,1.333333333,49,1,0,0.842105263,1,1,1,11,1,0.75,0
ant,1.7,org.apache.tools.ant.filters.ClassConstants,4,4,0,4,20,0,1,3,4,0.777777778,162,0.666666667,0,0.928571429,0.75,2,4,38.75,1,0.5,0
ant,1.7,org.apache.tools.ant.taskdefs.BUnzip2,4,4,0,6,29,6,0,6,1,1.166666667,164,0.5,0,0.942307692,1,3,5,39.5,7,2.5,0
ant,1.7,org.apache.tools.ant.util.Base64Converter,4,1,1,2,7,4,2,0,3,0.666666667,502,0.5,0,0,0.555555556,0,0,124,4,1.25,0
ant,1.7,org.apache.tools.ant.types.resources.selectors.Majority,4,4,0,3,11,0,0,3,4,0,84,1,0,0.945945946,0.4375,0,0,19.75,12,3.25,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,4,1,0,5,10,0,1,4,4,0.333333333,36,1,0,0,0.4375,0,0,7.75,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.depend.constantpool.Utf8CPInfo,4,2,0,5,9,0,5,1,4,0.333333333,27,1,0,0.666666667,0.625,1,1,5.5,1,0.75,0
ant,1.7,org.apache.tools.ant.types.Substitution,4,3,0,5,7,0,3,2,4,0.833333333,33,0.5,0,0.909090909,0.583333333,0,0,6.75,2,1,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.Xalan2Executor,4,2,0,3,26,0,0,3,1,1,115,1,0,0.727272727,0.625,2,3,27,1,0.75,0
ant,1.7,org.apache.tools.ant.types.resources.comparators.Content,4,4,0,4,7,0,0,4,3,0,34,1,0,0.918918919,0.5,1,1,7.25,2,1,0
ant,1.7,org.apache.tools.ant.taskdefs.condition.Http,4,2,0,4,15,0,1,3,4,0.666666667,105,1,0,0.75,0.5,0,0,24.5,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4OutputStream,4,2,0,2,12,0,1,1,3,0.222222222,68,1,1,0.625,0.5,1,1,15.25,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter,4,1,0,5,4,6,3,3,4,2,4,0,0,0,0.625,0,0,0,1,1,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl,4,1,0,13,14,6,0,13,4,1,56,1,1,0,0.375,0,0,12.75,1,0.75,0
ant,1.7,org.apache.tools.ant.util.MergingMapper,4,1,0,4,5,0,3,1,4,0.333333333,24,1,0,0,0.875,0,0,4.75,1,0.75,0
ant,1.7,org.apache.tools.ant.types.resources.Sort,4,4,1,11,20,0,2,9,2,0,75,1,1,0.933333333,0.4375,2,5,17.5,3,1.5,2
ant,1.7,org.apache.tools.ant.types.Environment,4,1,1,8,10,0,6,2,4,0,51,1,0,0,0.625,0,0,11.5,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.EchoXML,4,3,0,6,15,2,0,6,4,0.888888889,85,1,0,0.833333333,0.5,0,0,19.5,6,2,1
ant,1.7,org.apache.tools.ant.taskdefs.condition.Socket,4,2,0,4,13,0,1,3,4,0.333333333,85,1,0,0.75,0.5,0,0,19.75,1,0.75,0
ant,1.7,org.apache.tools.ant.ExitStatusException,4,5,0,5,7,0,3,2,4,0,29,1,0,0.954545455,0.625,0,0,6,1,0.25,0
ant,1.7,org.apache.tools.ant.types.selectors.NotSelector,4,6,0,8,13,6,6,2,4,2,44,0,0,0.96969697,0.625,2,3,10,2,1,0
ant,1.7,org.apache.tools.ant.input.DefaultInputHandler,4,1,1,8,26,6,4,4,2,2,152,0,0,0,0.75,0,0,37,7,2.25,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.unix.Chgrp,4,6,0,4,16,0,0,4,3,0.333333333,52,1,0,0.973913043,0.75,2,2,11.75,2,1,0
ant,1.7,org.apache.tools.ant.taskdefs.rmic.RmicAdapter,4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1,0
ant,1.7,org.apache.tools.ant.util.FlatFileNameMapper,4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,0.75,0
ant,1.7,org.apache.tools.ant.util.regexp.RegexpFactory,4,2,0,7,18,6,1,6,3,2,119,0,0,0.625,0.5,0,0,28.75,1,0.75,0
ant,1.7,org.apache.tools.ant.types.resolver.ApacheCatalog,4,2,0,6,14,0,1,6,3,0,96,1,1,0.916666667,0.5,1,3,22.75,5,1.75,0
ant,1.7,org.apache.tools.ant.taskdefs.Dirname,4,3,0,4,10,2,0,4,4,0.666666667,48,1,0,0.925,0.5,0,0,10.5,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.condition.ResourcesMatch,4,1,0,6,18,0,0,6,4,0.333333333,100,1,1,0,0.5,0,0,23.5,3,1.25,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout,4,4,0,3,14,6,0,3,3,2,68,0,0,0.961038961,0.5,1,2,16,2,1,0
ant,1.7,org.apache.tools.ant.types.optional.ScriptCondition,4,3,0,3,7,0,0,3,4,0,26,1,0,0.869565217,0.625,0,0,5.25,1,0.75,0
ant,1.7,org.apache.tools.ant.NoBannerLogger,4,2,0,4,17,0,0,4,4,0.333333333,57,1,0,0.842105263,0.875,1,1,13,5,1.75,1
ant,1.7,org.apache.tools.ant.taskdefs.rmic.WLRmic,4,2,0,9,22,6,1,8,4,1.285714286,130,0,0,0.8125,1,0,0,29.75,1,0.75,2
ant,1.7,org.apache.tools.ant.types.mappers.FilterMapper,4,4,0,7,19,6,0,7,4,2,74,0,0,0.947368421,0.875,0,0,17.5,2,1,0
ant,1.7,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,4,1,0,14,27,4,1,13,1,0.777777778,221,0.333333333,0,0,0.333333333,0,0,53.5,3,1.25,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler,4,1,0,2,17,6,1,1,3,2,127,0,0,0,0.375,0,0,30.75,6,2.5,0
ant,1.7,org.apache.tools.ant.types.resources.selectors.Not,4,1,0,5,7,4,3,2,4,0.333333333,35,1,1,0,0.583333333,0,0,7.5,2,1,0
ant,1.7,org.apache.tools.ant.helper.DefaultExecutor,4,1,0,4,8,4,0,4,3,0.666666667,45,1,1,0,0.555555556,0,0,10,1,0.5,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4Revert,4,4,0,4,13,0,0,4,4,0.333333333,81,1,0,0.944444444,0.5,1,1,18.75,1,0.75,0
ant,1.7,org.apache.tools.ant.dispatch.DispatchTask,4,3,1,3,5,4,1,2,4,0.666666667,17,1,0,0.925,0.625,0,0,3,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4Sync,4,4,0,4,14,0,0,4,4,0.5,108,0.5,0,0.944444444,0.75,3,3,25.5,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.Deltree,4,3,0,3,18,4,0,3,3,0.666666667,147,1,0,0.925,0.75,1,1,35.5,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory,4,1,0,8,14,6,1,7,3,0.666666667,79,0,0,0,0.333333333,0,0,18.25,2,1,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,4,1,0,5,4,6,2,3,4,2,4,0,0,0,0.4,0,0,0,1,1,0
ant,1.7,org.apache.tools.ant.util.IdentityMapper,4,1,0,8,5,6,7,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory,4,1,0,11,18,6,1,10,2,2,97,0,0,0,0.5,0,0,23.25,1,0.75,0
ant,1.7,org.apache.tools.ant.types.spi.Provider,4,2,0,4,8,0,1,3,4,0.333333333,37,1,0,0.75,0.625,0,0,8,3,1.25,0
ant,1.7,org.apache.tools.ant.taskdefs.GUnzip,4,4,0,5,26,6,0,5,1,1.166666667,129,0.5,0,0.942307692,1,3,5,30.75,5,2,0
ant,1.7,org.apache.tools.ant.taskdefs.condition.IsReference,4,2,0,6,14,2,1,5,4,0.666666667,68,1,1,0.75,0.5,0,0,15.5,1,0.75,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.depend.constantpool.StringCPInfo,4,3,0,4,16,0,1,4,4,0.333333333,46,1,0,0.727272727,0.5,2,3,10.25,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.PreSetDef,4,4,0,10,20,2,0,10,4,0.666666667,112,1,1,0.931818182,0.5,1,1,26.5,4,2,0
ant,1.7,org.apache.tools.ant.taskdefs.VerifyJar,4,4,0,9,36,0,0,9,3,0.866666667,179,0.6,1,0.952380952,0.5,0,0,42.5,6,2,1
ArcPlatform,1,pl.arcilook.service.ContactService,4,1,0,4,4,6,2,2,4,2,4,0,0,0,1,0,0,0,1,1,0
ArcPlatform,1,pl.arcilook.exception.NotProjectManagerException,4,5,0,2,8,6,1,1,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
ArcPlatform,1,pl.arcilook.search.RestrictionType,4,2,0,3,7,4,3,0,2,0.966666667,122,0.1,10,0.846153846,0.444444444,1,1,27,1,0.5,0
ArcPlatform,1,pl.arcilook.mail.impl.ActivationMailGeneratorImpl,4,2,0,4,14,4,0,4,4,0.666666667,68,1,0,0.8125,0.4375,1,1,15.75,4,1.5,0
ArcPlatform,1,pl.arcilook.mail.impl.PasswordRecoverMailGeneratorImpl,4,2,0,1,10,4,0,1,4,0.666666667,49,1,0,0.8125,0.4375,1,1,11,3,1.25,0
ArcPlatform,1,pl.arcilook.mail.impl.SpecialistNotifyMailGeneratorImpl,4,2,0,4,14,4,1,4,4,0.666666667,73,1,0,0.8125,0.4375,1,1,17,4,1.5,0
ArcPlatform,1,pl.arcilook.service.FileService,4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.45,0,0,0,1,1,0
ArcPlatform,1,pl.arcilook.controller.settings.TaskControllerSettings,4,1,0,2,4,6,2,0,4,2,4,0,0,0,0.875,0,0,0,1,1,0
ArcPlatform,1,pl.arcilook.security.SecurityUtilsBean,4,1,0,11,17,4,2,9,4,0.666666667,74,1,1,0,0.5,0,0,17.25,6,2,0
ArcPlatform,1,pl.arcilook.mail.impl.InquiryMailGeneratorImpl,4,2,0,2,11,4,0,2,4,0.666666667,51,1,0,0.8125,0.4375,1,1,11.5,4,1.5,0
ArcPlatform,1,pl.arcilook.dao.impl.FolderStructureDaoImpl,4,4,0,8,12,6,0,8,4,2,56,0,0,0.949152542,0.875,0,0,13,1,0.75,1
ArcPlatform,1,pl.arcilook.exception.LogicException,4,3,1,1,8,6,1,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
ArcPlatform,1,pl.arcilook.view.validator.ProjectValidator,4,1,0,4,6,6,0,4,4,1,26,1,1,0,0.4,0,0,5.25,3,1.25,1
ArcPlatform,1,pl.arcilook.exception.NotProjectMemberOrManagerException,4,5,0,3,8,6,2,1,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
ArcPlatform,1,pl.arcilook.service.ReferenceService,4,1,0,5,4,6,2,3,4,2,4,0,0,0,0.55,0,0,0,1,1,0
ArcPlatform,1,pl.arcilook.mail.impl.ConfirmationMailGeneratorImpl,4,2,0,2,10,4,0,2,4,0.666666667,53,1,0,0.8125,0.4375,1,1,12,4,1.5,0
ArcPlatform,1,pl.arcilook.utils.linkGenerator.InvitationLinkGenerator,4,2,0,4,19,0,2,2,4,0.333333333,113,1,0,0.571428571,0.583333333,1,1,26.75,1,0.75,0
ArcPlatform,1,pl.arcilook.utils.linkGenerator.ConfirmLinkGenerator,4,2,0,6,15,0,4,3,4,0.333333333,75,1,0,0.571428571,0.5,1,1,17.25,1,0.75,0
ArcPlatform,1,pl.arcilook.helper.ApplicationHelperIF,4,1,0,4,4,6,2,2,4,2,4,0,0,0,0.625,0,0,0,1,1,0
ArcPlatform,1,pl.arcilook.service.ContactBookService,4,1,0,6,4,6,4,2,4,2,4,0,0,0,1,0,0,0,1,1,0
ArcPlatform,1,pl.arcilook.controller.CalendarController,4,1,0,2,7,4,0,2,3,0.833333333,25,1,0,0,0.555555556,0,0,4.75,1,0.5,0
ArcPlatform,1,pl.arcilook.exception.dictionary.NoDictionaryDefinitionFound,4,3,0,2,8,6,2,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
Berek,1,pl.berek.connector.client.ServiceException,4,3,0,2,8,6,2,0,4,1.333333333,21,1,0,1,0.666666667,0,0,4,0,0,0
camel,1.6,org.apache.camel.impl.DefaultExchangeFormatter,4,1,0,3,5,4,1,2,3,0.666666667,17,1,1,0,0.5,0,0,3,1,0.5,0
camel,1.6,org.apache.camel.language.groovy.CamelGroovyMethods,4,1,0,7,8,6,0,7,3,2,22,0,0,0,0.375,0,0,4.5,1,0.75,0
camel,1.6,org.apache.camel.impl.converter.AsyncProcessorTypeConverter,4,1,0,17,8,6,11,6,4,2,53,0,0,0,0.45,0,0,12.25,5,2,0
camel,1.6,org.apache.camel.RuntimeCamelException,4,4,17,66,8,6,66,0,4,1.333333333,21,1,0,1,0.666666667,0,0,4,0,0,0
camel,1.6,org.apache.camel.component.bean.DefaultParameterMappingStrategy,4,1,0,4,10,0,1,3,4,0,39,1,0,0,0.583333333,0,0,8.5,1,0.75,2
camel,1.6,org.apache.camel.CamelExchangeException,4,4,8,13,10,0,11,2,3,0.833333333,39,1,1,0.894736842,0.625,0,0,8.25,1,0.5,1
camel,1.6,org.apache.camel.component.cxf.util.NullDestinationFactory,4,1,0,7,17,6,1,6,4,2,39,0,0,0,0.625,0,0,8.75,1,0.75,0
camel,1.6,org.apache.camel.component.stream.StreamMessage,4,3,0,1,6,0,0,1,3,0,21,1,0,0.921052632,0.625,2,2,4,1,0.75,0
camel,1.6,org.apache.camel.impl.converter.StaticMethodTypeConverter,4,1,0,4,11,0,1,3,4,0.166666667,67,1,0,0,0.5,0,0,15.25,2,1,0
camel,1.6,org.apache.camel.component.dataset.DataSet,4,1,0,6,4,6,5,2,4,1.333333333,5,0,0,0,0.5625,0,0,0,1,1,0
camel,1.6,org.apache.camel.component.mina.MinaExchange,4,2,0,7,6,0,2,5,4,0,30,1,0,0.95,0.45,1,1,6.25,1,0.5,0
camel,1.6,org.apache.camel.scala.dsl.ScalaExpression,4,1,0,6,7,4,1,5,4,0.333333333,22,1,0,0,0.5,0,0,4.25,1,0.75,0
camel,1.6,org.apache.camel.model.dataformat.ArtixDSContentType,4,2,0,3,7,4,2,1,2,0.962962963,111,0.111111111,9,0.857142857,0.444444444,1,1,24.5,1,0.5,0
camel,1.6,org.apache.camel.component.cxf.spring.CxfEndpointBean,4,0,1,7,7,4,5,2,4,0.666666667,24,1,0,0,0.5,0,0,4.75,1,0.5,0
camel,1.6,org.apache.camel.component.restlet.RestletBinding,4,1,0,8,4,6,5,3,4,2,4,0,0,0,0.75,0,0,0,1,1,0
camel,1.6,org.apache.camel.bam.ActivityLifecycle,4,2,0,5,7,4,4,1,2,0.888888889,45,0.333333333,3,0.857142857,0.444444444,1,1,9.5,1,0.5,0
camel,1.6,org.apache.camel.component.cxf.transport.spring.AbstractCamelContextBeanDefinitionParser,4,0,2,10,20,6,2,8,1,1.333333333,85,1,0,0,0.5,0,0,20,5,2,0
camel,1.6,org.apache.camel.converter.jaxp.DomConverter,4,1,0,0,14,6,0,0,1,2,79,0,0,0,0.375,0,0,18.75,5,2,0
camel,1.6,org.apache.camel.impl.converter.InstanceMethodTypeConverter,4,1,0,6,14,0,1,5,4,0.222222222,90,1,1,0,0.458333333,0,0,20.75,3,1.25,0
camel,1.6,org.apache.camel.component.spring.integration.SpringIntegrationProducer,4,3,0,24,27,4,2,24,3,0.904761905,156,1,2,0.913043478,0.583333333,0,0,36.25,3,1,0
